sensor_id,property_key,property_ts,property_value
2,inpr,2025-06-18 16:39:56.000000,40.64349
6,intm,2025-06-18 16:39:56.000000,1227.6328
6,dstm,2025-06-18 16:39:56.000000,15744.025
9,vbam,2025-06-18 16:39:56.000000,215.19771
1,intm,2025-06-18 16:39:56.000000,1763.6726
5,vbam,2025-06-18 16:39:56.000000,91.66254
9,dspr,2025-06-18 16:39:56.000000,147.39452
0,intm,2025-06-18 16:39:56.000000,1381.5765
6,dspr,2025-06-18 16:39:56.000000,129.179
8,intm,2025-06-18 16:39:56.000000,1737.9617
2,vbam,2025-06-18 16:39:56.000000,238.13379
7,vbam,2025-06-18 16:39:56.000000,57.57798
4,inpr,2025-06-18 16:39:56.000000,30.022085
8,dspr,2025-06-18 16:39:56.000000,150.95303
5,brtm,2025-06-18 16:39:56.000000,3245.2505
2,intm,2025-06-18 16:39:56.000000,1773.6865
6,inpr,2025-06-18 16:39:56.000000,24.944443
7,brtm,2025-06-18 16:39:56.000000,2625.6384
1,inpr,2025-06-18 16:39:56.000000,40.35559
1,vbam,2025-06-18 16:39:56.000000,236.20578
7,intm,2025-06-18 16:39:56.000000,835.8967
1,dspr,2025-06-18 16:39:56.000000,152.05003
5,dspr,2025-06-18 16:39:56.000000,48.007316
8,vbam,2025-06-18 16:39:56.000000,231.25557
4,dstm,2025-06-18 16:39:56.000000,17495.445
3,dstm,2025-06-18 16:39:56.000000,11764.857
3,brtm,2025-06-18 16:39:56.000000,2592.3027
9,inpr,2025-06-18 16:39:56.000000,37.218563
9,brtm,2025-06-18 16:39:56.000000,5490.956
8,inpr,2025-06-18 16:39:56.000000,39.6164
7,dspr,2025-06-18 16:39:56.000000,112.46493
8,brtm,2025-06-18 16:39:56.000000,5782.866
5,intm,2025-06-18 16:39:56.000000,1012.9287
0,dstm,2025-06-18 16:39:56.000000,17270.633
8,dstm,2025-06-18 16:39:56.000000,20804.787
1,dstm,2025-06-18 16:39:56.000000,21059.756
4,dspr,2025-06-18 16:39:56.000000,136.71451
4,intm,2025-06-18 16:39:56.000000,1404.2465
0,vbam,2025-06-18 16:39:56.000000,162.63953
7,dstm,2025-06-18 16:39:56.000000,11859.309
5,dstm,2025-06-18 16:39:56.000000,13614.877
7,inpr,2025-06-18 16:39:56.000000,13.68203
0,dspr,2025-06-18 16:39:56.000000,135.74727
4,vbam,2025-06-18 16:39:56.000000,167.00424
3,dspr,2025-06-18 16:39:56.000000,56.029275
2,dspr,2025-06-18 16:39:56.000000,152.4773
2,dstm,2025-06-18 16:39:56.000000,21159.059
5,inpr,2025-06-18 16:39:56.000000,18.771702
3,inpr,2025-06-18 16:39:56.000000,13.4082
5,vbam,2025-06-18 16:39:55.000000,165.06042
8,brtm,2025-06-18 16:39:55.000000,4947.89
1,dspr,2025-06-18 16:39:55.000000,115.395515
9,dstm,2025-06-18 16:39:55.000000,19211.738
8,dspr,2025-06-18 16:39:55.000000,140.77428
9,dspr,2025-06-18 16:39:55.000000,144.09889
9,inpr,2025-06-18 16:39:55.000000,34.99789
0,inpr,2025-06-18 16:39:55.000000,28.085217
7,dstm,2025-06-18 16:39:55.000000,12972.055
3,dstm,2025-06-18 16:39:55.000000,17903.242
8,intm,2025-06-18 16:39:55.000000,1499.3972
1,dstm,2025-06-18 16:39:55.000000,12540.444
3,brtm,2025-06-18 16:39:55.000000,4758.791
7,intm,2025-06-18 16:39:55.000000,948.10645
5,intm,2025-06-18 16:39:55.000000,1394.1504
7,dspr,2025-06-18 16:39:55.000000,117.25254
3,dspr,2025-06-18 16:39:55.000000,69.234545
9,intm,2025-06-18 16:39:55.000000,1577.318
8,dstm,2025-06-18 16:39:55.000000,18439.021
1,inpr,2025-06-18 16:39:55.000000,15.656751
2,inpr,2025-06-18 16:39:55.000000,38.67008
8,inpr,2025-06-18 16:39:55.000000,32.75767
2,dspr,2025-06-18 16:39:55.000000,149.54863
1,intm,2025-06-18 16:39:55.000000,904.5826
2,dstm,2025-06-18 16:39:55.000000,20478.375
7,vbam,2025-06-18 16:39:55.000000,79.18208
3,intm,2025-06-18 16:39:55.000000,1445.369
2,vbam,2025-06-18 16:39:55.000000,224.91823
6,intm,2025-06-18 16:39:55.000000,900.0357
0,dstm,2025-06-18 16:39:55.000000,16827.365
6,dstm,2025-06-18 16:39:55.000000,12495.3545
7,brtm,2025-06-18 16:39:55.000000,3018.3723
0,brtm,2025-06-18 16:39:55.000000,4379.07
0,dspr,2025-06-18 16:39:55.000000,133.84009
9,brtm,2025-06-18 16:39:55.000000,5220.6133
5,dstm,2025-06-18 16:39:55.000000,17395.324
4,intm,2025-06-18 16:39:55.000000,1502.1335
7,inpr,2025-06-18 16:39:55.000000,16.90806
9,vbam,2025-06-18 16:39:55.000000,200.32631
6,vbam,2025-06-18 16:39:55.000000,69.92687
2,intm,2025-06-18 16:39:55.000000,1705.0463
6,brtm,2025-06-18 16:39:55.000000,2850.125
4,inpr,2025-06-18 16:39:55.000000,32.83634
1,vbam,2025-06-18 16:39:55.000000,70.802315
5,dspr,2025-06-18 16:39:55.000000,54.5135
3,vbam,2025-06-18 16:39:55.000000,174.9217
8,vbam,2025-06-18 16:39:55.000000,185.32394
4,dstm,2025-06-18 16:39:55.000000,18466.158
0,intm,2025-06-18 16:39:55.000000,1336.8771
4,dspr,2025-06-18 16:39:55.000000,140.89102
6,inpr,2025-06-18 16:39:55.000000,15.526027
5,inpr,2025-06-18 16:39:55.000000,29.731823
3,inpr,2025-06-18 16:39:55.000000,31.20436
4,brtm,2025-06-18 16:39:55.000000,4957.468
6,dspr,2025-06-18 16:39:55.000000,115.20153
0,vbam,2025-06-18 16:39:55.000000,154.0334
5,brtm,2025-06-18 16:39:55.000000,4579.5264
4,vbam,2025-06-18 16:39:55.000000,185.8508
1,brtm,2025-06-18 16:39:55.000000,2866.039
2,brtm,2025-06-18 16:39:55.000000,5667.6616
0,dstm,2025-06-18 16:39:54.000000,11121.186
6,vbam,2025-06-18 16:39:54.000000,185.49435
4,dspr,2025-06-18 16:39:54.000000,129.49373
3,vbam,2025-06-18 16:39:54.000000,18.91418
6,inpr,2025-06-18 16:39:54.000000,32.783115
5,dstm,2025-06-18 16:39:54.000000,15384.968
2,dstm,2025-06-18 16:39:54.000000,11647.727
9,dspr,2025-06-18 16:39:54.000000,130.90569
7,vbam,2025-06-18 16:39:54.000000,168.1976
7,intm,2025-06-18 16:39:54.000000,1410.4446
1,vbam,2025-06-18 16:39:54.000000,65.0741
8,brtm,2025-06-18 16:39:54.000000,2787.4937
2,vbam,2025-06-18 16:39:54.000000,53.47008
4,intm,2025-06-18 16:39:54.000000,1235.0095
2,inpr,2025-06-18 16:39:54.000000,13.06862
8,intm,2025-06-18 16:39:54.000000,882.141
8,vbam,2025-06-18 16:39:54.000000,66.481544
5,dspr,2025-06-18 16:39:54.000000,51.053662
2,brtm,2025-06-18 16:39:54.000000,2550.9624
6,brtm,2025-06-18 16:39:54.000000,4950.988
5,intm,2025-06-18 16:39:54.000000,1191.4254
7,inpr,2025-06-18 16:39:54.000000,30.200281
0,intm,2025-06-18 16:39:54.000000,761.4642
7,dstm,2025-06-18 16:39:54.000000,17556.908
0,vbam,2025-06-18 16:39:54.000000,43.24723
2,intm,2025-06-18 16:39:54.000000,814.56067
4,inpr,2025-06-18 16:39:54.000000,25.156525
0,dspr,2025-06-18 16:39:54.000000,109.28914
3,inpr,2025-06-18 16:39:54.000000,7.9085665
3,dstm,2025-06-18 16:39:54.000000,9867.883
3,intm,2025-06-18 16:39:54.000000,635.08057
6,dstm,2025-06-18 16:39:54.000000,18447.8
2,dspr,2025-06-18 16:39:54.000000,111.55459
0,brtm,2025-06-18 16:39:54.000000,2365.1245
9,intm,2025-06-18 16:39:54.000000,1268.1016
6,dspr,2025-06-18 16:39:54.000000,140.81206
5,inpr,2025-06-18 16:39:54.000000,23.90348
1,inpr,2025-06-18 16:39:54.000000,14.801386
5,vbam,2025-06-18 16:39:54.000000,126.029106
9,brtm,2025-06-18 16:39:54.000000,4138.3555
0,inpr,2025-06-18 16:39:54.000000,11.542094
4,brtm,2025-06-18 16:39:54.000000,4022.5332
9,inpr,2025-06-18 16:39:54.000000,26.107922
9,vbam,2025-06-18 16:39:54.000000,140.79184
8,inpr,2025-06-18 16:39:54.000000,15.011555
8,dstm,2025-06-18 16:39:54.000000,12317.898
3,dspr,2025-06-18 16:39:54.000000,51.948387
1,dstm,2025-06-18 16:39:54.000000,12245.405
9,dstm,2025-06-18 16:39:54.000000,16145.342
1,dspr,2025-06-18 16:39:54.000000,114.12611
1,intm,2025-06-18 16:39:54.000000,874.8308
4,vbam,2025-06-18 16:39:54.000000,134.4205
3,brtm,2025-06-18 16:39:54.000000,1922.7821
5,brtm,2025-06-18 16:39:54.000000,3869.989
7,brtm,2025-06-18 16:39:54.000000,4636.556
6,intm,2025-06-18 16:39:54.000000,1500.2823
4,dstm,2025-06-18 16:39:54.000000,15817.178
1,brtm,2025-06-18 16:39:54.000000,2761.908
7,dspr,2025-06-18 16:39:54.000000,136.97897
8,dspr,2025-06-18 16:39:54.000000,114.43801
2,vbam,2025-06-18 16:39:53.000000,175.5663
5,intm,2025-06-18 16:39:53.000000,1161.9807
3,dstm,2025-06-18 16:39:53.000000,11529.529
4,intm,2025-06-18 16:39:53.000000,1029.7219
8,brtm,2025-06-18 16:39:53.000000,3627.898
0,inpr,2025-06-18 16:39:53.000000,9.250254
7,dspr,2025-06-18 16:39:53.000000,151.54498
4,dspr,2025-06-18 16:39:53.000000,120.7348
0,brtm,2025-06-18 16:39:53.000000,2086.1177
6,intm,2025-06-18 16:39:53.000000,1442.5422
1,dspr,2025-06-18 16:39:53.000000,121.066185
9,inpr,2025-06-18 16:39:53.000000,33.61582
5,dspr,2025-06-18 16:39:53.000000,50.551138400000006
1,vbam,2025-06-18 16:39:53.000000,96.39116
6,dspr,2025-06-18 16:39:53.000000,138.34848
1,intm,2025-06-18 16:39:53.000000,1037.4888
5,dstm,2025-06-18 16:39:53.000000,15092.977
9,intm,2025-06-18 16:39:53.000000,1529.246
3,inpr,2025-06-18 16:39:53.000000,12.725948
2,brtm,2025-06-18 16:39:53.000000,4770.5093
7,brtm,2025-06-18 16:39:53.000000,5831.4253
4,vbam,2025-06-18 16:39:53.000000,94.895805
0,dspr,2025-06-18 16:39:53.000000,105.88792
1,brtm,2025-06-18 16:39:53.000000,3331.2107
9,dspr,2025-06-18 16:39:53.000000,142.04784
3,brtm,2025-06-18 16:39:53.000000,2509.2458
9,brtm,2025-06-18 16:39:53.000000,5052.361
9,dstm,2025-06-18 16:39:53.000000,18735.023
8,dspr,2025-06-18 16:39:53.000000,124.682945
4,dstm,2025-06-18 16:39:53.000000,13781.41
6,brtm,2025-06-18 16:39:53.000000,4748.898
8,dstm,2025-06-18 16:39:53.000000,14699.044
3,vbam,2025-06-18 16:39:53.000000,51.175278
1,inpr,2025-06-18 16:39:53.000000,19.4778
8,inpr,2025-06-18 16:39:53.000000,21.914875
5,vbam,2025-06-18 16:39:53.000000,120.36003
2,inpr,2025-06-18 16:39:53.000000,31.300613
5,inpr,2025-06-18 16:39:53.000000,23.056948
0,vbam,2025-06-18 16:39:53.000000,27.899204
3,intm,2025-06-18 16:39:53.000000,802.6417
1,dstm,2025-06-18 16:39:53.000000,13858.429
8,intm,2025-06-18 16:39:53.000000,1122.2565
2,intm,2025-06-18 16:39:53.000000,1448.7169
4,inpr,2025-06-18 16:39:53.000000,19.254509
6,inpr,2025-06-18 16:39:53.000000,31.123093
6,dstm,2025-06-18 16:39:53.000000,17875.21
0,dstm,2025-06-18 16:39:53.000000,10330.668
2,dstm,2025-06-18 16:39:53.000000,17936.443
7,inpr,2025-06-18 16:39:53.000000,40.01528
7,vbam,2025-06-18 16:39:53.000000,233.92677
7,intm,2025-06-18 16:39:53.000000,1751.8358
7,dstm,2025-06-18 16:39:53.000000,20942.371
4,brtm,2025-06-18 16:39:53.000000,3304.027
8,vbam,2025-06-18 16:39:53.000000,112.71179
6,vbam,2025-06-18 16:39:53.000000,174.3775
0,intm,2025-06-18 16:39:53.000000,681.748
9,vbam,2025-06-18 16:39:53.000000,191.07082
3,dspr,2025-06-18 16:39:53.000000,55.523025
2,dspr,2025-06-18 16:39:53.000000,138.61192
5,brtm,2025-06-18 16:39:53.000000,3766.9326
0,dstm,2025-06-18 16:39:52.000000,15109.41
3,inpr,2025-06-18 16:39:52.000000,16.119682
9,brtm,2025-06-18 16:39:52.000000,3210.4563
4,dspr,2025-06-18 16:39:52.000000,135.05234
3,vbam,2025-06-18 16:39:52.000000,73.90248
9,dspr,2025-06-18 16:39:52.000000,119.59414
4,intm,2025-06-18 16:39:52.000000,1365.2893
3,intm,2025-06-18 16:39:52.000000,920.68463
2,brtm,2025-06-18 16:39:52.000000,2102.9727
6,intm,2025-06-18 16:39:52.000000,818.07776
7,intm,2025-06-18 16:39:52.000000,653.2088
0,intm,2025-06-18 16:39:52.000000,1163.638
3,brtm,2025-06-18 16:39:52.000000,2922.3962
6,dstm,2025-06-18 16:39:52.000000,11682.604
6,brtm,2025-06-18 16:39:52.000000,2563.2722
2,intm,2025-06-18 16:39:52.000000,686.56366
8,inpr,2025-06-18 16:39:52.000000,12.461134
5,dspr,2025-06-18 16:39:52.000000,42.323488
7,vbam,2025-06-18 16:39:52.000000,22.404467
2,dstm,2025-06-18 16:39:52.000000,10378.423
8,brtm,2025-06-18 16:39:52.000000,2477.0076
6,dspr,2025-06-18 16:39:52.000000,111.70465
3,dstm,2025-06-18 16:39:52.000000,12700.122
0,inpr,2025-06-18 16:39:52.000000,23.104593
4,dstm,2025-06-18 16:39:52.000000,17109.12
1,intm,2025-06-18 16:39:52.000000,1376.3234
2,dspr,2025-06-18 16:39:52.000000,106.09338
4,inpr,2025-06-18 16:39:52.000000,28.902067
6,vbam,2025-06-18 16:39:52.000000,54.147236
4,brtm,2025-06-18 16:39:52.000000,4478.5127
5,inpr,2025-06-18 16:39:52.000000,9.1969
1,inpr,2025-06-18 16:39:52.000000,29.219296
7,dstm,2025-06-18 16:39:52.000000,10047.653
1,vbam,2025-06-18 16:39:52.000000,161.62813
9,intm,2025-06-18 16:39:52.000000,1002.98755
6,inpr,2025-06-18 16:39:52.000000,13.169735
2,inpr,2025-06-18 16:39:52.000000,9.388704
5,intm,2025-06-18 16:39:52.000000,679.8922
1,brtm,2025-06-18 16:39:52.000000,4517.132
3,dspr,2025-06-18 16:39:52.000000,58.04127
8,intm,2025-06-18 16:39:52.000000,793.4307
0,vbam,2025-06-18 16:39:52.000000,120.6791
2,vbam,2025-06-18 16:39:52.000000,28.82638
0,dspr,2025-06-18 16:39:52.000000,126.448555
8,dspr,2025-06-18 16:39:52.000000,110.65304
1,dspr,2025-06-18 16:39:52.000000,135.52313
7,dspr,2025-06-18 16:39:52.000000,104.670235
8,vbam,2025-06-18 16:39:52.000000,49.40186
0,brtm,2025-06-18 16:39:52.000000,3772.733
7,inpr,2025-06-18 16:39:52.000000,8.429752
1,dstm,2025-06-18 16:39:52.000000,17218.541
5,dstm,2025-06-18 16:39:52.000000,10312.264
5,vbam,2025-06-18 16:39:52.000000,27.541906
7,brtm,2025-06-18 16:39:52.000000,1986.2308
9,dstm,2025-06-18 16:39:52.000000,13516.293
9,vbam,2025-06-18 16:39:52.000000,89.748535
4,vbam,2025-06-18 16:39:52.000000,159.50371
8,dstm,2025-06-18 16:39:52.000000,11438.1875
5,brtm,2025-06-18 16:39:52.000000,2079.6226
9,inpr,2025-06-18 16:39:52.000000,18.485891
9,dstm,2025-06-18 16:39:51.000000,14746.994
5,brtm,2025-06-18 16:39:51.000000,5483.8154
9,inpr,2025-06-18 16:39:51.000000,22.05389
7,brtm,2025-06-18 16:39:51.000000,2872.2502
0,vbam,2025-06-18 16:39:51.000000,86.92535
7,vbam,2025-06-18 16:39:51.000000,71.143974
3,dspr,2025-06-18 16:39:51.000000,65.92633
6,brtm,2025-06-18 16:39:51.000000,1983.991
1,dspr,2025-06-18 16:39:51.000000,121.2264
2,brtm,2025-06-18 16:39:51.000000,5324.177
5,dstm,2025-06-18 16:39:51.000000,19957.475
1,intm,2025-06-18 16:39:51.000000,1041.2438
6,intm,2025-06-18 16:39:51.000000,652.56885
4,dspr,2025-06-18 16:39:51.000000,136.55203
0,inpr,2025-06-18 16:39:51.000000,18.06432
7,inpr,2025-06-18 16:39:51.000000,15.707769
6,dstm,2025-06-18 16:39:51.000000,10041.308
7,dspr,2025-06-18 16:39:51.000000,115.47124
8,intm,2025-06-18 16:39:51.000000,1625.6743
8,brtm,2025-06-18 16:39:51.000000,5389.8604
0,brtm,2025-06-18 16:39:51.000000,3159.1345
2,inpr,2025-06-18 16:39:51.000000,35.8486
0,dstm,2025-06-18 16:39:51.000000,13370.881
5,dspr,2025-06-18 16:39:51.000000,58.922979999999995
5,inpr,2025-06-18 16:39:51.000000,37.159912
3,inpr,2025-06-18 16:39:51.000000,26.746033
0,dspr,2025-06-18 16:39:51.000000,118.96849
3,intm,2025-06-18 16:39:51.000000,1290.2969
5,vbam,2025-06-18 16:39:51.000000,214.8049
6,vbam,2025-06-18 16:39:51.000000,22.28126
3,vbam,2025-06-18 16:39:51.000000,145.06514
4,dstm,2025-06-18 16:39:51.000000,17457.682
4,intm,2025-06-18 16:39:51.000000,1400.4385
1,vbam,2025-06-18 16:39:51.000000,97.11414
4,vbam,2025-06-18 16:39:51.000000,166.2711
6,dspr,2025-06-18 16:39:51.000000,104.64294
